remoteId,published,modified,Nome,"Abstract (descrizione in breve)",Indirizzo,Presso,CAP,Località,Telefono,"Telefono alternativo",Fax,"Casella postale",E-mail,"Sito WEB","Pagina Facebook",Categoria,Circoscrizione,Materia,Argomento,Contatti,Referente,"Ruolo del referente",lat,lon,address,"Indirizzo del referente","Telefono del referente","Fax del referente",Scheda,Immagine,Codice,"Data di inizio validità","Data di archiviazione","Parola chiave","Codice Fiscale","Partita IVA"
associazione-2203,2008-01-01T00:00:00+01:00,2014-04-17T08:54:56+02:00,"Why onlus","Why onlus","Corso 3 novembre, 116",,38122,Trento,3478224608,,,,info@whyinsieme.org,,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","Volontariato e solidarietà
Cooperazione",,,,,0,0,,,,,"
Attualmente operiamo a Zanzibar (Tanzania) con interventi di sostegno a favore delle comunità più periferiche e svantaggiate, attraverso progetti di educazione (realizzazione e\o recupero e parziale gestione di asili e scuole) e infrastrutture varie (recupero di cliniche mediche, ecc...).Organizziamo esperienze di volontariato breve (campi di lavoro) e di turismo responsabile a sostegno dei nostri progetti a Zanzibar.",/var/comunetn/storage/images/citta/servizi/associazioni/why-onlus/5271671-2-ita-IT/Why-onlus.jpg,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1977,2008-01-01T00:00:00+01:00,2014-06-04T09:34:31+02:00,"Società di Studi Trentini di Scienze Storiche"," ","Via Santa Croce, 77",,38122,Trento,"0461 314208",,"0461 314223",,segreteria@studitrentini.it,,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","Scienze sociali
Storia, filosofia, religione",,,,,0,0,,,,,"La Società di Studi Trentini di Scienze Storiche, fondata nel 1919, riunisce gli storici e gli storici dell’arte che si occupano del territorio trentino e regionale. Èun’associazione culturale di promozione sociale legalmente riconosciuta che, come recita l’art. 1 del suo statuto, ha lo scopo di promuovere gli studi storici in generale e in particolare quelli che illustrano la regione, attraverso la pubblicazione delle riviste semestrali &quot;Studi Trentini. Storia&quot; e &quot;Studi Trentini. Arte&quot;, l’edizione di altre pubblicazioni, l’organizzazione di convegni, congressi, conferenze e di altre eventuali iniziative, anche in collaborazione con altri enti e associazioni aventi le medesimefinalità. Conta attualmente 260 soci.",/var/comunetn/storage/images/citta/servizi/associazioni/societa-di-studi-trentini-di-scienze-storiche/5271711-2-ita-IT/Societa-di-Studi-Trentini-di-Scienze-Storiche.jpg,1977,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-944,2008-01-01T00:00:00+01:00,2014-09-24T14:00:09+02:00,"Coro Ritmico Piccole Colonne - Associazione",,"Viale degli Olmi, 24",,38123,Trento,0461935133,,0461394756,,coro@piccolecolonne.it,,,,"Circoscrizione n. 10 - Oltrefersina","Musica
Corale
Leggera",,"facebook/twitter: Piccole Colonne						
					                http://festival.piccolecolonne.it
    
",,,0,0,,,,,"IL coro Piccole Colonne è formato da una trentina di bimbi e bimbe dai 5 ai 13 anni. Dal 1991 organizza il concorso internazionale Un Testo per noi che si conclude con il Festival della Canzone europea dei Bambini nel corso del quale il coro canta  le canzoni nate dal concorso mentre le classi autrici dei testi effettuano  splendide animazio- ni.All'organizzazione di questa importante manifestazione biennale il coro affianca un'intensa attività concertistica e discografica ",/var/comunetn/storage/images/citta/servizi/associazioni/coro-ritmico-piccole-colonne-associazione/5273598-5-ita-IT/Coro-Ritmico-Piccole-Colonne-Associazione.jpg,944,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,"coro,bambini",,
associazione-418,2008-01-01T00:00:00+01:00,2014-07-08T12:30:54+02:00,"Barycentro ",,"Piazza Venezia, 38",,38122,Trento,"0461 262802","340 8890793 ",,,barycentro@gruppospes.it,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Scienze sociali
Volontariato e solidarietà",,"Telefono del bar 0461 234373						
					                https://www.facebook.com/il.barycentro
    
",,,0,0,,,,,"
Barycentro, è uno spazio aperto a tutti, un luogo d'incontro accogliente e informale, dove è possibile giocare insieme, lavorare, discutere, studiare.Un Centro Sociale e Culturale, con un'ampia proposta di iniziative (conferenze, dibattiti, attività di gruppo..). Un laboratorio di riflessione sociale, che mira a coinvolgere associazioni, gruppi informali, e privati cittadini in dinamiche di progettazione partecipata, ispirate ai valori della solidarietà e dell'inter cultura.",/var/comunetn/storage/images/citta/servizi/associazioni/barycentro/5273718-3-ita-IT/Barycentro.jpg,418,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-969,2008-01-01T00:00:00+01:00,2014-04-17T08:53:00+02:00,"Creceremos Juntos "," Creceremos Juntos","Via Bolghera, 6",,38122,Trento,"0461915030 ",3405227178,,,info@creceremosjuntos.org,,,,"Circoscrizione n. 10 - Oltrefersina","Volontariato e solidarietà
Cooperazione",,"						
					                www.facebook.com/CreceremosJuntosAssociazioneOnlusTrento
    
",,,0,0,,,,,"Il Progetto più impegnativo appoggiato dall'associazione Creceremos Juntos è il progetto Unidad Educativa Mahtama Gandhi, composto da una scuola materna e da una elementare, sviluppatosi in Ecuador nella città di Babahoyo. Questa città, situata nella zona costiera, è il capoluogo della Provincia di Los Rìos. Il clima, tropicale umido, caldo tutto l'anno e con una stagione piovosa nei mesi invernali.",,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1105,2008-01-01T00:00:00+01:00,2014-04-29T13:44:51+02:00,"Federazione Cori del Trentino",,"Passaggio ZIppel, 2",,38122,Trento,0461983896,,0461234781,,info@federcoritrentino.it,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Musica
Corale",,"facebook: Federazione Cori del Trentino",,,0,0,,,,,"Promozione dell'attività corale attraverso l'impostazione organizzativa unitaria ed il coordinamento di tutte le iniziative atte al continuo e progressivo miglioramento della qualità tecnica ed artistica dei cori associati. Educazione del gusto musicale e sostegno dell'attività corale come mezzo di elevazione spirituale e culturale. Supporto organizzativo e fiscale/amministrativo ai cori federati. Organizzazione di momenti formativi e artistici per direttori, coristi e cori.",/var/comunetn/storage/images/citta/servizi/associazioni/federazione-cori-del-trentino/5274338-6-ita-IT/Federazione-Cori-del-Trentino.jpg,1105,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1177,2008-01-01T00:00:00+01:00,2015-06-08T12:51:27+02:00,"Filodrammatica La Logeta",,"Via Soprasasso, 1",,38121,Trento,"345 4455606","329 7302054",,,"info@filodrammaticalalogeta.it ",,,,"Circoscrizione n. 01 - Gardolo",Teatro,,"						
					                http://www.facebook.com/pages/La-Logeta-Filodrammatica-Trento/609790095775802
    
",,,0,0,,,,,"La filodrammatica La Logeta nasce del 1975. Porta in scena numerose commedie in dialetto trentino. Nel 1986 avvia la prima edizione della rassegna teatrale &quot;Alegra Ribalta&quot; che ad oggi, 28a edizione ha staccato più di 50.000 biglietti. Ha vinto numerosi premi. Di recente ha formato un gruppo &quot;CUCCIOLI&quot; per formazione teatrale dei bambini dai 4 anni in su, e il gruppo &quot;CINEMA&quot; per creare film, corsi e casting. Siamo disponibili ad accogliervi nella nostra squadra di Gardolo ",/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/filodrammatica-la-logeta/5274458-2-ita-IT/Filodrammatica-La-Logeta.jpg,1177,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-146,2008-01-01T00:00:00+01:00,2017-11-21T11:59:29+01:00,"Associazione culturale Amici della Città ",,"Via Marchetti, 6",,38122,Trento,"331 1738849",,"0461 816155 ",,amicitta@tin.it,"www.amicitta.com ",,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Intrattenimento - tempo libero
Folklore",,"Indirizzo pec:amicitta@pec.it","Stefano Grassi",Presidente,0,0,,,,,"L’ Associazione culturale Amici della Città, apartitica e non profit,  nata nel gennaio del 1994 finalizzata a riscoprire storia, cultura, tradizioni locali, incontri enogastronomici ed alla promozione di momenti di sana aggregazione. L’Associazione attraverso una attenta ricerca storica ha ridato vita alle Contrade di Trento e nel 2000 al Palio delle Contrade, per rivivere simbolicamente lo spirito antico di appartenenza ma anche di comunione e solidarietà.",,146,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,"città,contrade",,
associazione-1359,2008-01-01T00:00:00+01:00,2014-09-25T09:15:30+02:00,"Gruppo Oasi  di Cadine",,"Via del Molin, 38",,38123,Trento,"0461 865481",3460142851,0461865481,,info@oasi.tn.it,,,,"Circoscrizione n. 03 - Bondone","Volontariato e solidarietà
Formazione personale","Famiglia e minori","						
					                www.facebook.com/oasicadine
    
",,,0,0,,,,,"Il Gruppo OASI di Cadine è un'organizzazione di volontariato onlus; la sua mission principale è quella di dare risposta ai bisogni dei giovani, favorendo l'educazione al tempo libero e la realizzazione di percorsi di animazione , laboratori, eventi e quant'altro sviluppi  opportunità di aggregazione  ed espressione. Inoltre l'associazione si prefigge di supportare le famiglie e la comunità attraverso percorsi di sostegno, crescita e promozione, sia nell'ambito culturale che sociale.",/var/comunetn/storage/images/citta/servizi/associazioni/gruppo-oasi-di-cadine/5274818-4-ita-IT/Gruppo-Oasi-di-Cadine.png,1359,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,"giovani,famiglia",,
associazione-1059,2008-01-01T00:00:00+01:00,2015-03-24T11:28:14+01:00,"Associazione Esperantista Trentina"," ","Via Zara, 7/a",,38122,Trento,,,,,"info@esperanto.trento.it ",,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","Scienze sociali
Lingue",,,,,0,0,,,,,"Tutta la nostra attività si orienta alla diffusione, all'insegnamento, alla conoscenza della lingua internazionale ESPERANTO. Per questo vengono organizzati corsi che si adattano alle esigenze degli interessati:per principianti, per progrediti, o per il mantenimento della lingua mediante letture, dialoghi e incontri. La sede è aperta il venerdì pomeriggio dalle 16 alle 19: tutti sono invitati.",,1059,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1393,2008-01-01T00:00:00+01:00,2014-04-30T12:27:25+02:00,"Gruppo Studio Arti Visuali 2001"," ","Via Conci, 86",,38123,Trento,3332673487,,,,vittsim@yahoo.it,,,,"Circoscrizione n. 10 - Oltrefersina","Arte
Pittura",,"Gruppo Studio Arti Visuali 2001 ( Facebook )",,,0,0,,,,," Il GSAV 2001 ha come finalità la promozione della cultura e della formazione artistica dei soci attraverso il &quot;fare insieme&quot; sotto la guida di un referente Artistico. Da 14 anni organizza incontri settimanali di lavoro e confronto tra i soci, seguendo un programma prestabilito e utilizzando le tecniche artistico - espressive più diverse. Ogni anno il Gruppo individua un tema che viene affrontato con la produzione di lavori che confluiscono in una mostra collettiva.",/var/comunetn/storage/images/citta/servizi/associazioni/gruppo-studio-arti-visuali-2001/5275078-2-ita-IT/Gruppo-Studio-Arti-Visuali-2001.jpg,1393,2008-01-01T00:00:00+01:00,2050-12-30T00:00:00+01:00,,,
associazione-1542,2008-01-01T00:00:00+01:00,2014-04-17T08:45:39+02:00,"La Cerchia - Gruppo Artisti Trentini"," La Cerchia","Via Maccani, 14",,38121,Trento,0461234482,,0461234482,,lacerchia@virgilio.it,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Arte
Pittura",,"Recapito c/o Galleria Fogolino via S.Trinità 30 Trento","Carla Caldonazzi",Presidente,0,0,,,,,"Il gruppo si è costituito nel 1986 per promuovere e sostenere attività in favore delle arti visuali, in modo particolare di tipo espositivo, culturale e di partecipazione critica alle iniziative nel territorio. L'associazione provvede ad organizzare mostre, conferenze e incontri pubblici. In questi anni la nostra attività si è svolta, attraverso sfide creative, non solo in ambito locale, ma anche in Europa ed America . ",/var/comunetn/storage/images/citta/servizi/associazioni/la-cerchia-gruppo-artisti-trentini/5275518-2-ita-IT/La-Cerchia-Gruppo-Artisti-Trentini.jpg,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1001,2008-01-01T00:00:00+01:00,2014-09-08T13:07:04+02:00,"Associazione Dharma aps"," ","Via dell'Androna, 1 - Cadine",,38123,Trento,,,,,info@biodanzadharma.it,,,,"Circoscrizione n. 03 - Bondone","Scienza e tecnologie
Medicina, salute e benessere",,,,,0,0,,,,," L’Associazione Dharma propone la Biodanza come strumento che con musica e movimento permette a ciascuno di scoprire se stesso, risvegliare i potenziali inespressi e di aprirsi al proprio sentire. Propone inoltre percorsi di consapevolezza per chi desidera elevare la qualità della propria vita, come MOVIMENTO e CRESCITA , il CERCHIO delle DONNE e LA COPPIA NON SCOPPIA. Da 12 anni organizza una COLONIA ESTIVA diurna a Cadine per bambini delle scuole materne ed elementari",/var/comunetn/storage/images/citta/servizi/associazioni/associazione-dharma-aps/5270151-2-ita-IT/Associazione-Dharma-aps.jpg,1001,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-2344,2009-12-21T00:00:00+01:00,2018-10-23T15:25:25+02:00,"A.S.D. San Bao",,"VIA DEI CASTORI 41/2",,38121,Trento,,,,,,"http://www.san-bao.it    ",,,,"Sport
Discipline orientali",,"						
					                https://www.san-bao.it/corsi-di-tai-chi-chi-kung-2018/
    
						
					                http://www.san-bao.it/formazione-professionale-istruttore-chi-kung/
    
",,,46.086955,11.129342,"Via dei Castori, Piazzina, Maderno, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38121, Italia",,,,"L'associazione San Bao nasce con lo scopo di diffondere in Trentino l'insegnamento e l'avviamento allo sport delle Arti Marziali e di tutte le Arti classiche del Tao. In particolare l'associazione favorisce la conoscenza del Tai Chi Chi kung secondo gli antichi metodi taoisti. L'origine di questa tradizione e delle arti marziali interne viene fatta risalire al Maestro taoista Chang San Feng, con una sistematizzazione e un'organizzazione che risalirebbe al 1200 circa.Oggi questa disciplina può tranquillamente essere definita &quot;patrimonio dell'umanità&quot;, visti gli indubbi benefici che riesce ad apportare sia sul piano fisico, che emozionale e mentale a tutti i seri praticanti.Dalla sua costituzione, l'A.S.D. ha organizzato corsi in crescendo come interesse e partecipazione da parte della popolazione trentina. Nella scorsa stagione sportiva ha tenuto corsi a Cognola, Lavis, Gardolo e Mezzolombardo.Disciplina sportiva. Tai Chi.Il Tai Chi è una tecnica motoria di grande bellezza visuale ed eleganza che propone uno sviluppo completo del Chi, dell'elasticità , del coordinamento e della concentrazione. Attraverso l'apprendimento di una serie di movimenti che vanno a stimolare i meridiani del corpo (gli stessi dell'agopuntura), l'attività si propone di aiutare i praticanti a migliorare la propria energia fisica e mentale ed aumentare il proprio benessere. Numerosi, infatti, sono i benefici per la salute che si riscontrano già dopo pochi mesi di pratica, come testimoniato da numerosi studi scientifici: miglioramento del tono e dell'elasticità muscolare, aumento del senso di equilibrio, diminuzione di cervicalgie e altri disturbi della colonna vertebrale. La respirazione calma e profonda migliora poi l'efficienza del sistema immunitario e dell'apparato cardio-respiratorio, rilassando la mente e favorendo la diminuzione di ansia, nervosismo e insonnia.",/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-san-bao/5270671-16-ita-IT/A.S.D.-San-Bao.png,2344,2009-12-21T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-2039,2008-01-01T00:00:00+01:00,2019-03-08T09:23:39+01:00,"Tempora onlus, Associazione",,"Via Bronzetti 29",,38122,Trento,"342 5144241",,,,redazione.temporaonlus@gmail.com,"https://temporaonlus.jimdo.com/ ","https://www.facebook.com/tempora.onlus/  ",,,"Volontariato e solidarietà",,"						
					                https://www.facebook.com/comunitaenarrazione/
    
						
					                https://twitter.com/tempora_onlus 
    
						
					                https://www.instagram.com/redazione_temporaonlus/ 
    
						
					                https://www.youtube.com/channel/UCKaZvsbGn4My3Jy6Lg98ZKQ?view_as=subscriber
    
Ulteriore indirizzo email:						
					                direttivo.temporaonlus@gmail.com
    
",,,46.0587,11.121721,"Intercultura, 29, Via Fratelli Bronzetti, Man Malpensada, San Giuseppe, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,"2019: Contest di Giornalismo partecipativo 3^ edizione: 12 incontri tematici + 4 eventi speciali aperti alla cittadinanza. Gli incontri si svolgono rispettivamente presso Trento, Altopiano della Vigolana, Cembra Lisignago, Segonzano, Rovereto, Arco. Progetto Comunità in azione, Art Beni Comuni e cittadinanza attiva. Formazione e rigenerazione urbana, eventi di sensibilizzazione alla cittadinanza. Comuni partner/beneficiari: Caldonazzo, Calceranica, Arco.",/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/tempora-onlus-associazione/5270771-2-ita-IT/Tempora-onlus-Associazione.jpg,2039,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-2294,2009-02-27T00:00:00+01:00,2019-01-09T08:44:30+01:00,"Il Gioco degli Specchi ",,"Via degli Olmi, 24",,38123,Trento,"0461 916251",,"0461 397472",,info@ilgiocodeglispecchi.org,,,,,"Volontariato e solidarietà
Integrazione",Stranieri,,,,0,0,,,,,"Il Gioco degli Specchi è  una associazione culturale e di promozione sociale che si propone di valorizzare le potenzialità positive dei fenomeni migratori.I volontari organizzano dal 1994 corsi gratuiti di italiano per stranieri. L'associazione offre stage e fornisce consulenza sui temi dell'intercultura e delle migrazioni. Organizza corsi di formazione ed eventi culturali. È Presidio del Libro di Trento e ha partecipato alla fondazione di LIBERA Trentino.",/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/il-gioco-degli-specchi/5270991-5-ita-IT/Il-Gioco-degli-Specchi.jpg,2294,2009-02-27T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-632,2008-01-01T00:00:00+01:00,2018-08-22T10:36:33+02:00,"Circolo Culturale Cognola",,"Via Carlo e Valeria Julg 9","Centro Civico Marnighe",38121,Trento,3477363408,,,,ci_cu_co@yahoo.it,,,,"Circoscrizione n. 06 - Argentario","Ambiente e territorio
Arte
Intrattenimento - tempo libero
Volontariato e solidarietà
Integrazione",,,,,46.076223,11.142213,"Via Carlo e Valeria J&uuml;lg, Marnighe, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,"Il Circolo Culturale Cognola, associazione nata nel 1988 che conta da anni 400-500 soci, promuove attività culturali, artistiche e sociali per favorire l'aggregazione della comunità territoriale, favorisce il recupero e la divulgazione del patrimonio delle tradizioni locali, stimola la discussione su tematiche di attualità e di pubblico interesse, si impegna nella valorizzazione dell'ambiente e della vita comunitaria collaborando con le altre associazioni locali.",/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/circolo-culturale-cognola/5271111-3-ita-IT/Circolo-Culturale-Cognola.jpg,632,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-538,2008-01-01T00:00:00+01:00,2014-09-24T09:58:58+02:00,"Centro Interculturale Millevoci",,"Via San Pio X, 101",,38122,Trento,"0461 499230",,"0461 930529",,millevoci@provincia.tn.it,,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","Scienze sociali
Formazione ed educazione","Famiglia e minori",,,,0,0,,,,,"L'attività del centro riguarda principalmente l'integrazione di minori di recente immigrazione con interventi rivolti all'accoglienza, allo sviluppo linguistico e alla mediazione interculturale.Collabora con la scuola, le associazioni ed il territorio. Millevoci nasce nel 1998 da un protocollo d'intesa tra: Provincia autonoma di Trento, Comune di Trento, Forum trentino per la pace, IPRASE, Consorzio dei Comuni, CFSI, Università degli studi di Trento. ",/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/centro-interculturale-millevoci/5272458-2-ita-IT/Centro-Interculturale-Millevoci.jpg,538,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,"minori,immigrazione,famiglia,famiglie",,
associazione-636,2008-01-01T00:00:00+01:00,2015-02-06T08:47:50+01:00,"Circolo Culturale Ricreativo L'Allergia di Ravina - Romagnano",,"Via Santa Marina,  46/3",,38123,Trento,3386767559,,,,circoloallergia@libero.it,,,,"Circoscrizione n. 05 - Ravina - Romagnano","Volontariato e solidarietà",,"facebook allergia",,,0,0,,,,,"Il Circolo Culturale Ricreativo L'Allergia di Ravina Romagnano offre ai propri soci e a tutte le persone interessate attività ricreative e culturali come gite, feste, serate informative sull'attività e la politica, rassegne cinematogratiche e serate teatrali, corsi di ballo, un campeggio estivo senza barriere e molto altro. A queste proposte si affianca la promozione della cultura della solidarietà e dell'integrazione  e la raccolta di fondi per finanziare progetti di aiuto.",/var/comunetn/storage/images/citta/servizi/associazioni/circolo-culturale-ricreativo-l-allergia-di-ravina-romagnano/5272578-2-ita-IT/Circolo-Culturale-Ricreativo-L-Allergia-di-Ravina-Romagnano.png,636,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-689,2008-01-01T00:00:00+01:00,2018-04-10T09:54:18+02:00,"Società di Danza Circolo Tridentum","Circolo Tridentum","Via San Pio X, 101",,38122,Trento,0461924095,,0461924095,,Silvano.concis@gmail.com,,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","Danza
Danza",,"facebook: società di danza circolo Tridentum",,,0,0,,,,,"Pratica e studio delle danze del periodo ottocentesco: valzer, mazurke, polke, marcie, quadriglie, danze di  Società, contraddanze scozzesi.Organizzazione di corsi per principianti ed esperti - organizzazione di eventi di carattere storico, quali Gran Balli in costume d'epoca e manifestazioni di carattere storico riferite al periodo citato, sempre in costume.",/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/societa-di-danza-circolo-tridentum/5272838-2-ita-IT/Societa-di-Danza-Circolo-Tridentum.jpg,689,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-716,2008-01-01T00:00:00+01:00,2014-09-25T13:41:48+02:00,"Club Interassociativo Tuttapovo"," ","Via Madonnina, 22","Carlo Nichelatti",38123,Trento,"0461 811026",,"0461 811026",,club@tuttapovo.it,,,,"Circoscrizione n. 07 - Povo","Volontariato e solidarietà",,"						
					                club@pec.tuttapovo.it
    
						
					                https://www.facebook.com/pages/Amici-di-Tuttapovo/144529388946036
    
",,,0,0,,,,,"Il club interassociativo Tuttapovo è nato nel 1994 con lo scopo di stampare un giornale che riporti le notizie e le attività delle associazioni che operano nel sobborgo di Povo, raccogliere materiale storico (documenti, fotografie, ecc.) per conservarla e renderla disponibile. Oltre alla stampa del giornale negli anni si è occupato di recuperare fondi e contribuire nell'attività delle associazioni affiliate. Il club è riconosciuto come associazione di promozione sociale.",/var/comunetn/storage/images/citta/servizi/associazioni/club-interassociativo-tuttapovo/5272898-2-ita-IT/Club-Interassociativo-Tuttapovo.jpg,716,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,giornale,,
associazione-743,2008-01-01T00:00:00+01:00,2014-09-10T14:05:08+02:00,"Comitato Associazioni Oltrefersina","Comitato Oltrefersina","Via Clarina, 2/1",Circoscrizione,38122,Trento,3489320138,,0461910788,,info@comitatoassociazionioltrefersina.it,,,,"Circoscrizione n. 10 - Oltrefersina","Intrattenimento - tempo libero",,"facebook: comitatooltrefersina","Massimo D'Achille",Presidente,0,0,,,3489320138,,"Associazione che raggruppa tutte le associazioni aventi sede oppure operanti  nel territorio della Circoscrizione Oltrefersina. Organizza manifestazioni, sviluppa l'attività del telefono d'Argento, la colonia diurna estiva per ragazzi e collabora fattivamente con la Circoscrizione Oltrefersina per diversi piccoli eventi.Aderenti 2014:Amiche del tombolo, Associazione oratorio S. Antonio, Atletica Clarina, AVIS, ACLI S. Bartolomeo, Circoli anziani L. Tovazzi e La casota, Cooperativa la Bussola, Cooperativa FAI, Cooperativa Progetto 92, Coro ritmico Piccole Colonne, Corpo Musicale Città di Trento, Fogolar Furlan, Gruppo ANA Trento sud, Gruppo ricreativo culturale San Carlo, Roma Club Trentino, SAD società cooperativa, Bocciofila ANA Trento sud, Volontariato Pro Ciechi ",,743,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-916,2008-01-01T00:00:00+01:00,2014-04-17T08:48:43+02:00,"Coro Altreterre","Coro Altreterre","Via Rio Papa, 13","Casa Sociale - Gazzadina",38121,Trento,3384051146,,,,coro.altreterre@gmail.com,,,,"Circoscrizione n. 02 - Meano","Musica
Corale",," facebook: Coro Alteterre e twitter: Coro Altreterre","Susanna Russolo",Presidente,0,0,,,,,"Cinquanta elementi, 14 anni d'età, 100 canti in un repertorio che tocca 4 continenti e 30 Nazioni: nato nella primavera del 2000 per animare una celebrazione missionaria, il coro Altreterre è oggi riconosciuto ufficialmente come associazione culturale e gira il Trentino, il Nord Italia e, quando può, esce dai confini e va all’estero, per portare il proprio messaggio. Fin dalle origini infatti quelli dell’Altreterre si propongono di contribuire a diffondere canti di tradizioni musicali lontane nello spazio e nel tempo. ",/var/comunetn/storage/images/citta/servizi/associazioni/coro-altreterre/5273178-2-ita-IT/Coro-Altreterre.png,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
