,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 1),VALORE NUMERO1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 2),VALORE NUMERO1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 2),VALORE DECIMALE3 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 3),VALORE DECIMALE3 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 4),VALORE NUMERO1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 4),VALORE DECIMALE3 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 5),VALORE NUMERO1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 6),VALORE NUMERO1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 7),VALORE NUMERO1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 7),VALORE DECIMALE2 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 8),VALORE NUMERO1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 8),VALORE DECIMALE2 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 9),VALORE NUMERO1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 9),VALORE DECIMALE2 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 10),VALORE NUMERO1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 10),VALORE DECIMALE2 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 11),VALORE NUMERO1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 11),VALORE DECIMALE2 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 12),VALORE NUMERO1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 12),VALORE DECIMALE2 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 13),VALORE STRINGA1 (ACCESSIBILITA' 13),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 13),VALORE NUMERO1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 13),VALORE DECIMALE1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 13),VALORE DECIMALE2 (ACCESSIBILITA' 13),DESCRIZIONE ACCESSIBILITA' 14,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 14),VALORE STRINGA1 (ACCESSIBILITA' 14),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 14),VALORE NUMERO1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 14),VALORE DECIMALE1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 14),VALORE DECIMALE2 (ACCESSIBILITA' 14),DESCRIZIONE ACCESSIBILITA' 15,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 15),VALORE STRINGA1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 15),VALORE DECIMALE1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 15),VALORE DECIMALE2 (ACCESSIBILITA' 15),DESCRIZIONE ACCESSIBILITA' 16,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 16),VALORE STRINGA1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 16),VALORE DECIMALE1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 16),VALORE DECIMALE2 (ACCESSIBILITA' 16),DESCRIZIONE ACCESSIBILITA' 17,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 17),VALORE STRINGA1 (ACCESSIBILITA' 17),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 17),VALORE DECIMALE1 (ACCESSIBILITA' 17),DESCRIZIONE ACCESSIBILITA' 18,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 18),VALORE STRINGA1 (ACCESSIBILITA' 18),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 18),VALORE DECIMALE1 (ACCESSIBILITA' 18)
683,672,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,145.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,82.0,Forza necessaria per aprirla in kg.,2.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA SILVIO PELLICO,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,20.0,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,9.2,Lunghezza in cm.,60.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,695,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,144.0,Profondità in cm.,152.0,Altezza wc in cm.,40.0,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,135.0,Altezza da terra pulsantiera interna in cm.,145.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,95.0,Profondita in cm.,100.0,Apertura porta in cm.,59.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,87.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,102.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,59.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],No,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,77.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,258.0,Profondita in cm.,218.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA VENETO,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,30.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,145.0,,,Servizi igienici - bagno - lavabo fisso,,,,,Altezza lavabo,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,635,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,208.0,Profondità in cm.,172.0,Altezza wc in cm.,42.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,117.0,Altezza da terra pulsantiera interna in cm.,92.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,110.0,Profondita in cm.,147.0,Apertura porta in cm.,90.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,98.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,97.0,Forza necessaria per aprirla in kg.,1.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,88.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,86.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,370.0,Profondita in cm.,264.0,Servizi igienici - bagno - lavabo fisso,,,,,Altezza lavabo,87.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA MAFFEI,Distanza dall'ingresso in metri,60.0,,,,,,,,,,,,,,,,,,,
687,328,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,119.0,Profondità in cm.,155.0,Altezza wc in cm.,42.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,108.0,Forza necessaria per aprirla in kg.,3.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,70.0,,,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,9.0,,,,,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],No,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,112.0,Altezza da terra pulsantiera interna in cm.,117.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,74.0,Profondita in cm.,108.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,134.0,Distanza fra porta e controporta in cm.,0.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,150.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,80.0,Profondita in cm.,234.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,80.0,,,Servizi igienici - bagno - lavabo fisso,,,,,Altezza lavabo,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,548,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,92.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA PIAVE,Numero posti macchina riservati,157.0,Distanza dall'ingresso in metri,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,610,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,160.0,Distanza fra porta e controporta in cm.,0.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,17.0,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SANTA MARIA MAGGIORE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,774,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,102.0,Forza necessaria per aprirla in kg.,4.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA VENEZIA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,5.0,,,,,Percorribilita interna - gradini,Esistenza [Si/No],Si,Numero gradini,3.0,Altezza da terra in cm.,15.0,,,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,154.0,Distanza fra porta e controporta in cm.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,423,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,97.0,Forza necessaria per aprirla in kg.,7.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA BELENZANI,Numero posti macchina riservati,4.0,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,555,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,22.2,Lunghezza in cm.,27.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SUFFRAGIO,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,20.0,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,312,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,94.8,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica verso interno ed esterno,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,10.0,Lunghezza in cm.,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,67,Sportello Bancomat,,,Altezza max sportello (cm),109.0,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA MANCI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,636,Percorribilita interna - gradini,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,35.0,,,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,83.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,125.0,Forza necessaria per aprirla in kg.,1.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PORT'AQUILA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,50.0,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,48.0,Lunghezza in cm.,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,796,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,109.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,97.0,Forza necessaria per aprirla in kg.,3.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA VENEZIA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,50.0,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,140.0,,,,,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,532,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,98.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SAN MARTINO,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,20.0,,,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,778,Sportello Bancomat,,,Altezza max sportello (cm),130.0,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA DEL BRENNERO,Numero posti macchina riservati,4.0,Distanza dall'ingresso in metri,15.0,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,7.0,Lunghezza in cm.,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,719,Sportello Bancomat,,,Altezza max sportello (cm),120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,720,Sportello Bancomat,,,Altezza max sportello (cm),120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
