,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE ACCESSIBILITA' 14
53,858,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,166.0,,,Sportello Bancomat,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,50.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,926,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,257.0,Profondità in cm.,182.0,Altezza wc in cm.,48.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,102.0,Altezza da terra pulsantiera interna in cm.,129.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,135.0,Profondita in cm.,150.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,107.0,Forza necessaria per aprirla in kg.,3.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,86.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,79.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,80.0,Ingresso - rampa di accesso,Parcheggi riservati alle persone disabili
55,941,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,218.0,Profondità in cm.,215.0,Altezza wc in cm.,50.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,98.0,Altezza da terra pulsantiera interna in cm.,128.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,130.0,Profondita in cm.,103.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,112.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,5.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,91.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,15.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,79.0,Percorribilita interna - gradini,Esistenza [Si/No],Si,Altezza da terra in cm.,16.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,8.8,Servizi igienici - bagno - campanello di chiamata,Ingresso - campanello e/o citofono
56,837,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,80.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,1.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,2.0,Altezza da terra in cm.,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,869,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,80.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,21.8,Lunghezza in cm.,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,866,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,97.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA BENACENSE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,868,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,86.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,111.0,Forza necessaria per aprirla in kg.,2.5,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,12.1,Lunghezza in cm.,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,825,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,120.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,106.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,DON ANTONIO ROSSARO,Distanza dall'ingresso in metri,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,865,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,84.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,104.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA BENACENSE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,842,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,85.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,105.0,Forza necessaria per aprirla in kg.,4.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],No,,,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,13.0,Lunghezza in cm.,127.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,826,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIALE DANTE,Distanza dall'ingresso in metri,15.0,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,113.0,Distanza fra porta e controporta in cm.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,891,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,88.5,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,107.0,Forza necessaria per aprirla in kg.,0.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,843,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,100.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA DAMIANO CHIESA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,100.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,19.2,Lunghezza in cm.,49.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,892,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,127.0,Altezza da terra pulsantiera interna in cm.,139.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,125.0,Profondita in cm.,126.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,116.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,116.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,836,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,148.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,1.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,885,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,300.0,Profondità in cm.,140.0,Altezza wc in cm.,47.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,91.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,2.0,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,848,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,193.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,Altezza maniglia da terra in cm.,123.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA TARTAROTTI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,919,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,187.0,Profondità in cm.,143.0,Altezza wc in cm.,47.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,110.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,3.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,88.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,80.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,187.0,,,,,,,,,,,,
71,945,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,121.0,Altezza da terra pulsantiera interna in cm.,127.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,97.0,Profondita in cm.,119.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,13.0,Lunghezza in cm.,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,944,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,143.0,Altezza da terra pulsantiera interna in cm.,130.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,80.0,Profondita in cm.,124.0,Percorribilita interna - piattaforma elevatrice - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,98.0,Altezza da terra pulsantiera interna in cm.,93.0,Percorribilita interna - piattaforma elevatrice,Esistenza [Si/No],Si,Larghezza in cm.,93.0,Profondita in cm.,135.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,115.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,Altezza maniglia da terra in cm.,0.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,150.0,,,,,,,,,,,,,,,,,,,,,,
73,907,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,187.0,Profondità in cm.,223.0,Altezza wc in cm.,52.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,115.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,89.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,94.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,121.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,18.0,,,,,,,
74,832,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,105.0,Forza necessaria per aprirla in kg.,1.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,933,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,216.0,Profondità in cm.,142.0,Altezza wc in cm.,48.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,88.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,80.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,18.8,,,,,,,,,,,,,,,,,
76,888,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,97.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,913,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,180.0,Profondità in cm.,149.0,Altezza wc in cm.,40.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,1.5,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,83.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,146.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SETAIOLI,Distanza dall'ingresso in metri,18.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,180.0,,,,,,,,,,,,
78,899,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,76.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,98.0,Forza necessaria per aprirla in kg.,1.5,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
